user_id,business_id,prediction
39FT2Ui8KUXwmUt6hnwy-g,uW6UHfONAmm8QttPkbMewQ,4.8086967112752435
yy7shAsNWRbGg-8Y67Dzag,rS39YnrhoXmPqHLzCBjeqw,2.976066794738699
DKolrsBSwMTpTJL22dqJRQ,RADloW1UROUn4FJFU4JJNg,3.5843343140267603
renPzRDqMZpMaHiCD_e1_A,xTlmLL2xZZ0xhZ2J16zXQQ,3.881123336070849
Nhk0jTP2gkU12G4LHJVR3A,FaHADZARwnY4yvlvpnsfGA,3.9962261962796344
N3oNEwh0qgPqPP3Em6wJXw,LNGBEEelQx4zbfWnlc66cw,4.091353478506735
2YiBYO8n32upYTJnpWgqLg,l_-4l8JwZbAn75Q1sfI7zQ,2.8776336619316654
d_uSfozaAZR4OpDNa8IiZQ,2KduMkQeDDgVHwsOGoIi_A,2.9314649247339033
swqSj4zuamI_HFfPTj63Hg,n7V4cD-KqqE3OXk0irJTyA,3.341162101494229
_ijx1PqANQVFLGNWCibdig,LOWn1xi9PfG2kxrUuC21nA,3.832037079877981
6Jbd0G-MyiXFXdPwMoEcZQ,cTbFJzHQzFSX-z3JF4abKQ,3.525834771015297
FmtnXwc_eyvpIv1Q1-bVCQ,kRSTvmQaiWB2Dk5dhxat7g,4.05867805203801
CapjGj9mWWL6P_eQChu-5g,xtDZdPaHwhAwoo77QV9Oeg,3.3266051481017533
3UY0P5vAPTavFNTqqE2nVw,azsyGov8GFJswGxcqIn71g,3.6514155439799034
C2C0GPKvzWWnP57Os9eQ0w,RRw9I8pHt5PzgYGT2QeODw,3.821921766
mswloq-IjRr9yXLhBqBPAw,8xTuXU5uZ85WF-ZGqDNv_w,3.9617337292341612
I-4KVZ9lqHhk8469X9FvhA,qE9yIXn2GQb2-4a_qOOKzg,3.8285639684593704
d5WLqmTMvmL7-RmUDVKqqQ,7q7qaGPUUCqMljdIGwzvFQ,4.244368283617275
XOgqs74hkbXT54mSp7JMRA,i2dnic7VdQ3NyiQQWUXHbA,4.5527812315128875
M4yYtAXehUzaHB1ghl6EXg,MpmFFw0GE_2iRFPdsRpJbA,4.061934313038002
3RU_U3HdYU3AOs_r9rgoBg,DD_dSlQKcln7VXbN1qxcLA,3.7911244342012815
fkMiipV4j_DG5nSoBnZvbg,a4MVM9E9022sYFrrYWy9DQ,4.113171210658258
tH0uKD-vNwMoEc3Xk3Cbdg,a0v7Si0DK4cIko7AQY4YXg,4.3464432209209845
bLbSNkLggFnqwNNzzq-Ijw,87bozyZ6vtlEDy33Ek_fZw,3.319235604
FH1zzokLaW3C7meH7HQF9A,476CROJauLg6CtssqHRxmA,3.484871619971596
ajxohdcsKhRGFlEvHZDyTw,VUtazCTIc0aoOrQprP_s-Q,3.215108295411935
dD5vTDPzv_79m8_zZhc9hA,D3MfMrIoNV4_aXPj0bi1BQ,3.7735253752193
hLVq7VSJBHZwqurwWoCmpg,JFaTPxWQC14VmFnXLv7W1g,3.777920428129888
KAkd4Wkwo846cbUxsyPgkw,UdHRPszFOKuVs_8ZplzUhA,3.125864228285963
bEhO6RG2rgf-jFAv0th0gA,g3g3dWFoVSYhXQTs4ctGyg,3.6875771125124097
AiTNSDP-Jw_ko26pFsbW_g,QHZw2L6LV1qmExNJbfhIsQ,3.4354460690422672
bHufZ2OTlC-OUxBDRXxViw,w5CSi-An5meLnxjKSFn0wQ,3.732668592385569
BwwqlPVsJk1dbUyNwCWB7Q,XrcB7Of1KfHlkeXYpHLIrw,4.27969774241494
yP9UmCxs1PSqljLfpR9R5g,YU2XR_ZY-g2VzDpi7KMzEw,2.9181088204765877
t_9U_94WuP_HUSEXnBgL1A,rioQ_p2pILNbJ4Xp5jW6-Q,3.863615755357223
zBi_JWB5uUdVuz3JLoAxGQ,1jpYP-JNOEYCMIzP4OlGuQ,3.914728725565011
Spgm6HFWgc4YXJlbhg11Pg,zpoZ6WyQUYff18-z4ZU1mA,4.181292336367567
y3FcL4bLy0eLlkb0SDPnBQ,7vHvQCjPq5pWj7Rio1A--w,4.084835354324006
YwaKGmRNnSa3R3N4Hf9jLw,oxwGyA17NL6c5t1Etg5WgQ,3.166662428324196
bLbSNkLggFnqwNNzzq-Ijw,8R7jI_E1QQjLwTfkU4V8DQ,4.123639190376236
wxQCLMnuVYbdtmQCc2ryZg,HgdFqAvK31fB9sgBdOzo9g,4.241734368460657
ZLS7cwa1UplSB8nRrwrHIQ,MKd_EUD0PG__cOfIbeqYAg,4.5135961233853585
2oeFc-L1Ow4UC_j_VOS_kQ,rgohunOzrrrgdZcxkQzCgQ,3.9270597613012845
fZ7fLMqArGTemvXPH9H3FA,Q5QaMU0BrMVSOkXa9ZQ5rQ,3.6146300433638605
o2_eBLxCdS54IcSEjzGrZw,A6bnXx1see4yZSaVVCVDyw,4.056675081216506
VlcasgkqiTuPi-nVT7rEtw,OgANEur7Bt8YJSd2uSm6yA,2.9583912490010915
BCy-Hut597GtNvlnx3pB4Q,sUMi2q41l4AzOsmJMRY8zQ,2.5306183737078305
WHmabbfgdSW-JrOU9ePMrA,JK_DiDwbl7HX5OhCAh3h4g,3.336671835461453
OoyQYSeYNyRVOmdO3tsxYA,s0vNtuLs1cwEqHTXKiS05w,3.8166069020032998
e5kg9bLvlJz-MEUrGjIeVQ,zA6gnF5aPBGoOm6uIbKt-A,4.003629733070993
lFFIpfkox55FQ-wZD6BBVw,vw81ARj4ihGzcmanHw6dUg,3.779030126295711
tL2pS5UOmN6aAOi3Z-qFGg,qsJkjQoM3Hdg6Gtqp2S9_w,3.497595319085031
mOVyk3O18VY5nrUMTZgM1w,nRo8ZR3UO1Kt6XwIMbMy1w,3.533466355623025
kwIhn1_cnQeUaLN0CuWWHw,rD32POdIhGN9eR8aUxl-3A,2.8250544985175896
B6cG3i52V1kaWqS2GyVZiA,kfP2LXyH1misyw3wHEOneA,3.8746031701457477
UeYLQxnzX2Al3UUkEmWPvQ,rFRNjwr6Z3r4agQG-LtluA,4.126937229931463
s-591-mtIyP7F1Lffw98jw,J4CATH00YZrq8Bne2S4_cw,4.177318733591178
LnX7-WmpML5bY6Fzlz468g,IZrGUQHkxOxyDmifE6p7bw,3.9392986998737896
PACS2nRQfwS7fYHNBL4ozg,C-oKwqnAPa1KJZhMOox60w,3.6431587554163856
8IHKoDdowAkISIKzypvObA,i4SZYnZOM984FpkJXnzcvw,3.16321378486066
-Y6tXYPYqeVy37-L5p0rMw,-igpUhnA1b5iUK6rfAtuPw,4.1967087877420095
SaSXRzjHx3SMTNnW90PetA,Md6NWl54ny8hA-NVaYZuew,3.7658719746976006
USpN4MpgR9RpwT7eKUA3aw,zKqWjDZHo-lk7_E3hHkORg,3.31609365294361
8RcEwGrFIgkt9WQ35E6SnQ,VZbKJBbcxCOvuZyuEOojsg,3.8290632935228595
RXSFT4K09Ta6oTdrvFGmCA,A5Rkh7UymKm0_Rxm9K2PJw,4.418055143496543
PKEzKWv_FktMm2mGPjwd0Q,t33qVzQ6AdSiq4lnI0KOyg,4.152391172011018
e3fdrK1tMCwWLr76LFe-cA,cUwNW5NEua_yMcAx-X2sMg,3.6405484465715476
WWWWYNDG16P4Pha80srB2g,Ejs--ofQoRyAtfRdUFuFhA,3.3098474887029457
B7_ARdKo_GT-gjCSRGErXA,Oy2WnPyiOlPFvPKMIuOC8w,2.2347739772896147
DOajn8AtMjNtCZ87YoIlwA,rgnvT2gHHfW_jW1ZbIa_-g,3.9464327245584245
rAa-LxHwU8IP989kvMUJSA,leZNWLccyBaXpPIRPK_lsA,2.5989901581572865
EiP1OFgs-XGcKZux0OKWIA,4nJWUXQqm8vxubgC_0AcCQ,3.092641281512076
lsLuVKmdh45yommr53zfRg,T8-13dD8mV2qUI53wsUL6g,3.479317106739352
CqeLXgQUpMZNbz4GwBz87w,ZrS5rhJ4OvXQG_38wPEWlA,4.351573785846133
mYJW4-M4tcRygSwdT3A6Ww,qFAw6wHMMcr4ctF-ZdGhEA,3.966226892016463
ojMIkHP9M07O9SWOSggsRQ,Ye4uQAkfHbh8w0cCXCCLjQ,3.6298018495722526
YJLlvBPtvB8iJg8_WKxVzQ,nyM76RUyFzekHHmYEU-KBQ,4.101741650355608
EEmb61yI7Nit55CHflV0Gw,v1AE1LLWDOqe8ubOzqKADg,4.255337928435109
XPNiTbrKL7f0_6L0lrbZlg,HxGBySw5WIapBu1M8WWcbw,3.2552898519125466
AvC5XQAElcGAAn_Wr5auEg,fnxKfHf-ANBph4EqVARvQQ,4.516673403917359
jUZW1alRK8QvdZ-pH1OquQ,KuyB4pILxj4pKHvbY6CrJg,4.207749530355079
v-R38AMN2ZZgr_iszlgc_Q,0MCXyrNQGaqdYBcAwh3anQ,3.4126978776607
OoyQYSeYNyRVOmdO3tsxYA,A5Rkh7UymKm0_Rxm9K2PJw,3.816658121009932
KEAP--MnBZtQ9kjjMU-RiA,0zoXYHq82haayMaV952jEQ,3.874396893384735
57tf_RmT5o3BiFj2gpV-Jg,NCQsIvDF9e-bNyPwKJOUBg,2.93646627133892
ciS2XOo391iRUR2DUmSEWw,h9r-Uif_y0b6x80IJFzXLA,3.4278550558097924
r7GHYNcXMwCxd5SIHNBsAQ,KxUczoGoAwkX9mSHwWlUAw,4.3478258729875545
PBV_oQCoABX958-zjiLGwQ,sd4BuC4Om6WuvnP87ZS8Og,3.8791588792559084
NjNJ1JLnMlOfnDI6Oz6Qew,Vay9xHwcvu7VRZOddBgn-A,4.3501814742584575
m5b84-nPPVNLlDtZyVGZ3w,hjDM6ylmxALkTdKMB-aybQ,3.2643947947130707
W9C7l46Me0iuzbio_0BhdQ,Yiz2cRBakfVUOHsThLKyoQ,3.5511734669775987
qp-z1copnYQq7NPubYlNLw,lOY5UWReux2rfd2HtASifw,3.9259102200389617
x-8ZMKKNycT3782Kqf9loA,jgtWfJCJZty_Nctqpdtp3g,4.333839803611771
zDBOdWtl2PsNY38IeoE5cQ,gy-HBIeJGlQHs4RRYDLuHw,4.208619006539981
I8_iXLcpYHAb_xi2vShgOg,LR0qF0FEVsCOhYWUOiH26A,2.821310090853697
_VTEyUzzH92X3w-IpGaXVA,X-b4-QvZLENnf3yFwhpSXQ,4.300700773451918
zBi_JWB5uUdVuz3JLoAxGQ,iRwT2pBa87Y54q8nqfNAzw,3.8971138071977474
_Pn-EmWO-pFPFg81ZIEiDw,dLc1d1zwd1Teu2QED5TmlA,3.9822383031053605
5AKt52TW50eWHk9Ia03uzg,wL5yGvlL1zXZ4EPJ8d0hIA,4.020628543439765
UmTMCfPlhA6kJLAsLycSfg,f5O7v_X_jCg2itqacRfxhg,3.508894985476043
PACS2nRQfwS7fYHNBL4ozg,h58IV-LbmpycdzlwVhUhgw,2.7104110447631706
FEg8v92qx3kK4Hu4TF28Fg,rkTFLIt_Z1bYMIuXfSyAqg,3.599086021230959
0QREkWHGO8-Z_70qx1BIWw,LpyndkMvevIQA-JHoReHNw,3.9133094504139994
ea3HFxRRo4gZOmlDle8IPA,rKBqoXbY70awQP6p68e1_w,3.049725054664991
9W73B44Iw8WslrTNB2CdCg,3uOxuJUnx72b86-3NKhX0A,3.0324740087429918
8oYMqhC5fhqAK_yxRjE7dQ,uhb7nSskHRm5RFbGkGlGwQ,3.6498498966622117
tX0r-C9BaHYEolRUfufTsQ,OoI3WUe4Xl86d53avy3oVA,4.395005883031642
7_wgKuMhwGVytCKd0uf8jw,JjsmIYvWfqwx8qkVK_QCeA,3.2449490153240177
g8E-RUZZGAHwnQoelG1K6w,vgA3g9yQDQSABsxmQLtDkQ,3.9712005049308234
IL1-dyCe_zSqhmt0ExL_Jg,zJMnVbXUKOFkZEA2dCRsKA,3.643018135569072
97j2wkFU46OOgm6ErRAb7w,Q3nButmAU4F-v55S5I3vEw,3.622341068673652
O11n5wP5sq_NtxEGF6dwMA,4JNXUYY8wbaaDmk3BPzlWw,4.033834533283307
utS9ZAswZZx3QkegS_25SA,9M6eqYZlyBMo8K9QztXcIA,3.7929705962696567
HhYUDP1vR7CSRi2cvfai0Q,n-n2l3VyENfM6nr8IXAObw,3.7990187510007756
T8fSuI8CXWOYZfgfm4QshQ,TZmMsbw5TbRqv8rmKj_aGg,4.462979359021401
flV6Cp3M2vHcqFBcCrGS1A,Hm2YntlJzqP4reNZRlkCEA,3.4984955194796297
NWptkEoaBCDoMRUlisMu6Q,T3ASfec34b8-uYr3xZj8Lw,3.6417877753969927
9VRn47SH71kNkCKotY-anQ,aYjZc-3aVbPIPaJgGiUK_A,3.721009014638692
tRZAC_H5RHrjvyvtufcNXQ,0-8DTqVaY9RJU0PAWD2l6Q,3.1857925027907408
w3UMfW-XuIyKkgXEvK8N8g,DYAorbxOyubUB_wtQRCdug,3.4789412030602773
qeemN4slMyao8ZE6Pc9Iww,q-zZgXKAQFLEgMp9ZNllgQ,3.9850854747756297
DaUJvHMmKoDDT3vB_ltJ6g,-nyNzdge5rgZ3aQF8Y3exQ,3.8700768638405973
zx5rdBK9NFZrAglIXF1LiQ,3T0Erqk1MKtN58764yZMfw,3.381722884047037
NPZ113YIXy-nl0aQ6wOvww,jt9O4tqBb-a7encP9ZEGVQ,4.863607082021429
XPNiTbrKL7f0_6L0lrbZlg,KskYqH1Bi7Z_61pH6Om8pg,3.6353189857661636
6tbXpUIU6upoeqWNDo9k_A,uRybQLCYWkC6N19MhaHf_w,4.157686640039025
82dCHyU-ANOgdhxUgZsUeg,WUq8HJHIZU4uteB154XN7w,3.528625500746102
T78axJ1cQbBg5f5bz4tn1g,CauQnqZ5eowyrr7oWF_p3Q,4.518600120990712
69xsJFjiOAd8Ld7WWk_tEw,9yrAfE46k-_kqg4ULHu8Vw,3.6203623734447987
9bZRfbCsuqatVXJzbYSrzQ,rUv5UqvD7d-HMV-Ib1jaTA,3.8066972445412666
OLn8EvPsu4hNug8V5PF2jA,DJXZrIi4k1Iyd1mQRwxIMg,3.007513047217566
t7oIAwdWbrZCHeaQNqvNIg,02eH78Tc5Cxxy-CIqhzx-A,3.6386277171440233
JqjAthJThuVYgTh4iWDZ2A,IEJFia0wQX7UezfXsenI5g,2.7843178951671397
whINg-cC-FiAv_ATDGMDTg,u_vPjx925UPEG9DFOAAvFQ,2.908684750375194
_qkI_vYa8ZtFCxMNTEyxjQ,L1-1P3acJc4gEFvWwjXcNQ,4.747488460213408
T1ECVGXE_vwCoCOY5s4esg,A0X1baHPgw9IiBRivu0G9g,4.428349629898967
CqaIzLiWaa-lMFYBAsYQxw,G859H6xfAmVLxbzQgipuoA,4.745850344971051
qtOCfMTrozmUSHWIcohc6Q,S_5VQYMMa4aD3NzgYLkvhg,4.296462966031687
KLB3wIYUwKDPMbijIE92vg,3m2XZFVraCiqjgLxHi5MdA,4.639204909776173
ay4M5J28kBUf0odOQct0BA,b41zjWT4pzcTgNY04eKAvg,2.49719937973346
hLVq7VSJBHZwqurwWoCmpg,4c19YWOjPmbFUK4-V2GEvg,3.427064647650709
SDgrUDEdWNFBlC4ufVk1PQ,mIzlYJ0n8cXIHs1JiPN8kg,4.718634204945413
dW6bAWM1HbPdk_cGS_a2HA,WnLhd38sH80ViWwzyF7yoA,4.020729970979109
cJh4F1zFNJb2wXCNT1uNWQ,NdgsBrZKSsmCNBDfj_0L0A,3.91123315239756
eDdQbUwwkoE_TZeqQ_1NNA,3BCsAgo_1i4xMuTyLKMLRQ,4.107122779863354
ET8n-r7glWYqZhuR6GcdNw,w4a6TuFWArSc29dB51rPNA,3.8085801252909564
P7S6JorjpamxAVSvmrmjXw,0sPOBQHlVvuhO1h-1p1ccQ,2.3089396909043587
5Wg5OanfZ4-2dCxEo-qjsw,ZtsnwjxjzMUI6tDZNrJUeA,2.8326326423086017
zCnJQKvZgET4llBbJD1aiw,67Pa_CtXthgJzXfY8JzLDQ,3.7559325957771303
K86nuyuxpmPl_t2V-H6syg,QFPS9JBNdOOHVP0C3pSslw,3.692716148860061
8ydnqYbyrsl-Ri0TRxgSjA,Qb4sJ4ssSX1clY2wEAOmsA,4.2706560902024275
QaN-nccbLZPWzownQYgTVQ,XS1Zx6GzjtKPKmhDuVw5Jg,3.8454387872734945
LiNx18WUre9WFCEQlUhtKA,lOKgoQtMhnlf6hWvrOiMtQ,3.6551390385716576
2m2MNnlOdofofmUs-hYTJQ,jYqOPpSmtKbKzf0Z_g-Oyg,3.5009828865505797
kXt6tPSGLWhWTiXO7XPjuA,-HgbBv9Yjqv735F9fwCZNg,3.4056066757378494
6nSGen1iDqt5r97yxEFULA,QvxBnMcBPP1z_NAIYCqqdA,3.9735821990169726
O5uqPjm8MLjFqUmbSUmnww,OBGLTac74G_1Pt57M1sIhQ,3.1110797023043713
ftttLxXB10LtHJ7v0j2hDA,F06m2yQSPHIrb1IT7heYeQ,3.891209031604055
fxrQSMhHlBv6eJVRdchG9Q,SVFx6_epO22bZTZnKwlX7g,3.495559819040193
EtxsD-Jbyxh7TsaWHtGCew,vSmNFEGb2Jr2wz6aXJofog,3.577156664334524
ESSWEfZZp8vJpldwp2G3bA,PYUmLq7FkBbMyfYyHX1waQ,3.5027012425333264
wzItnkHTHKNqJESMSTEYJg,a5mpYojV1dX7XCkAa1qq1A,3.925119623063109
cIbbfJEGLB3B-c8Po4AL5g,JOoblYsQjFT-47tkt6om0A,3.5305397983548485
erJ1HQwavgZx4996SMIxrA,LkMtMHVetws5_7QfRjPtlg,2.860786653374396
QJI9OSEn6ujRCtrX06vs1w,ZsKWULhwwB61RHzCrb1i9A,2.9848787913349097
-57uOzAWlx__p6QlX1pojA,iSQwKRrLYYi-dI2PpJmJJg,4.145776703543125
XrYTMhY9YJvzX2pMepIz7A,5aeOewSy4RiI8sLLWpeNGA,3.1985018968938403
BwFEjsr9yLqdszAmAxFYQg,FaHADZARwnY4yvlvpnsfGA,3.645857778921051
oEqB6qGiV2K3q8g2A8rfYA,wzYlLZ3v4FBcUTSA9b75uQ,4.5597984778457805
RqTl3f3ZIhrjILKJFCEKDw,HeXqhdzNR2mn-Ez4PyWcTA,4.39311071595327
qWOarY5fsrVi2zdWmk30QA,wfCNNMkeJcpWr9jj1hcdAA,3.1620196738904927
PdUZD_Vnlfe0msM93tZrLw,QteBKpZTRa2dJ3u7MLiXww,4.5372526526336445
3YK7REruC4FwDTOj8zUYcQ,MpmFFw0GE_2iRFPdsRpJbA,3.5522809191520404
7weuSPSSqYLUFga6IYP4pg,IhNASEZ3XnBHmuuVnWdIwA,4.835257440007289
aOseJnydZYD8Og00vWylqg,fNc1WuGwiT7RhqXUIe4S8A,4.128378981458905
Ekw7wuUTX36BtcPP6XnA-Q,RwMLuOkImBIqqYj4SSKSPg,3.9182407966253687
kw-YtOKPXrRB2a9wRZlmzQ,D4ETxxeNQEnSw_e1H46DXQ,3.097893338120758
zvFeFboNMXqes2x5yqxpYw,hggVnGwA5042-ABxqeJX-A,4.468863081604411
BI-nIs6O-ZwldOaeK6iKIw,v_xuLfW7TXBsQctpOuPvQw,2.8645325982229832
qmYullp32aXFUr8WMVFrOA,0KjY3gmtqQjc4sK-uG-6fQ,4.227573372346902
quDu_Z0-i9TCYvdHRnULEw,p8HvhJZ-_EHhmUVmZN15gg,3.6828369282964886
YSGUCqerQCEHOL8HdWxAeQ,bQ_wtZvMb__OhprY5bF9aQ,4.164798687166733
6mYfeB7ZxsgNq0Peyt_eFg,Fkj8vJocYilePMZv2y54WA,3.940383908993585
90Go9OZhKs-5jpagYY8N3Q,a9k9MQrr5KFyMD7_Lnwrhw,4.23355755814503
T7ViOhR3tLnvQharoopLXA,mk7xgXuTVMfv4sH7GD2SoA,3.2310050069662735
UetOIhAdPBkGjm_o-mSC3Q,Eg_M8eeu9SDEdbP7iUmVbQ,3.5905014788445087
0hZfE2He1YssM_wEvKhfcA,XhUec_6-kgPy1_ZYUrzvPQ,3.9162159864893087
hAmZmC48eCWzX3ggBD9Qcg,IVKVk7ZAPdQi6S40UX0zyg,4.799041739212552
NUtVG7jNPLJR2cxMXMH2-A,338D7EQfInzHV8Ve1b0-eQ,4.098917989718925
8NNaJaSD60s1rDHPo4laNQ,yfxDa8RFOvJPQh0rNtakHA,3.1483018995864605
8PVrN-By9CwpO1HLoyOhYA,Lk2I8GTjKLd_R1drktNWNg,1.900071563716521
PkRFSQgSfca9Tamq7b2LdQ,7Us3dn3v9o2xMSXA6qztLg,2.7934639163620676
3nDUQBjKyVor5wV0reJChg,C9ImzBi5fn742ZcAYDww2A,4.096120233767591
aiJVlwMp6_3_IFmQnrgSTg,LjOBNcNNpuewBqSPxYYTJQ,3.995585188281562
NhgU7RhuYYFmpkb1jlYJ6Q,Ec9CBmL3285XkeHaNp-bSQ,4.258566774543035
SJQTqW0Uf4V9MNX1ogtw6g,wY3dlpLa0BHfDENYAPYuZA,4.028932507076413
U5YQX_vMl_xQy8EQDqlNQQ,m3uS5kwBVOwYarGbt98Gjg,3.707075455855864
yJP-54fC6lpYXXl5X0JyJw,61wUpoim2yzSMPKxg58ReQ,4.0875455888286245
LcCRMIDz1JgshpPGYfLDcA,t19vb_4ML2dg5HZ-MF3muA,3.1577319138110944
U4INQZOPSUaj8hMjLlZ3KA,8tMy7yEeNVYylVVFRlPmdQ,3.7679497592742686
sdLns7062kz3Ur_b8wgeYw,9S7RUjzkdpU4MDxUxkvLvg,2.5776628704110425
sBqCpEUn0qYdpSF4DbWlAQ,g8OnV26ywJlZpezdBnOWUQ,4.066554721546922
Ozp9AQ9EOaw3ZQnVE6TDFA,0jHZk9RrKh0uRhTRW1XIqQ,4.287412253063902
XjyneOR2t_o12hSt-MncKQ,WXd7r6Yvjxhyo1L6R3lQMA,3.085427813916626
qd16czwFUVHICKF7A4qWsQ,t6WY1IrohUecqNjd9bG42Q,3.7419241931340728
j55llTI5f_Xth68rqJpqUQ,bCa0CY4F74N5lCEVOquKkg,3.902324919244162
hkSiQAfl6w3882JJQzRTlQ,VyjyHoBg3KC5BSFRlD0ZPQ,3.529535352323175
tBeEt3o3ismz8fcQL9CosA,aqCOsEhjCHVqaFPRt8MCRg,3.7838849501751417
GKy2zJOYcT89OqT_Xg9B2A,E-wETrdq1uImd6lX6x8Qxw,3.5230683897811748
39fTg9QkLhIKRY4fH8rvKw,anzCdD5eIEHwydTpXhLlUA,3.5665803712274444
9eehtcnYhZAHug1uMI6iRQ,dp9haMgS5RZ6i1kQq_oS5A,3.7275205932014597
njUgJcn8ZN0BdZdNEswRwA,pKk7jCFIm96qDdk0laVT2w,4.383353095826806
